ISOTOPE,Bate # B0/B00,Date,col1,col2,col3,average
,1418,10/23/2000,128,136,125,129.67
,1418,10/23/2000,20,15,19,18.00
,1418,10/23/2000,70,84,76,76.67
,1418,10/23/2000,88,74,80,80.67
,1418,10/23/2000,10,9,7,8.67
,1418,10/23/2000,1,1,0,0.67
125I,1433,10/23/2000,123,152,134,136.33
,1433,10/23/2000,122,115,129,122.00
,1433,10/23/2000,28,22,26,25.33
,1433,10/23/2000,80,77,78,78.33
,1433,10/23/2000,12,11,11,11.33
,1433,10/23/2000,10,12,10,10.67
,1433,10/23/2000,2,1,0,1.00
,1433,10/23/2000,114,109,128,117.00
,1433,10/23/2000,107,120,117,114.67
,1433,10/23/2000,30,36,27,31.00
,1433,10/23/2000,90,82,88,86.67
,1433,10/23/2000,16,19,21,18.67
,1433,10/23/2000,9,8,10,9.00
,1433,10/23/2000,1,2,3,2.00
3HdTHD,7340,3/8/2001,93,86,111,96.67
,7340,3/8/2001,103,82,91,92.00
,7340,3/8/2001,79,73,68,73.33
,7340,3/8/2001,51,60,43,51.33
,7340,3/8/2001,85,90,95,90.00
,7340,3/8/2001,20,25,30,25.00
,7340,3/8/2001,6,8,10,8.00
,7340,3/8/2001,112,109,89,103.33
,7340,3/8/2001,99,92,81,90.67
,7340,3/8/2001,92,99,89,93.33
,7340,3/8/2001,90,85,81,85.33
,7340,3/8/2001,59,66,78,67.67
,7340,3/8/2001,44,60,51,51.67
,7340,3/8/2001,23,40,33,32.00
